Source Name	Characteristics [SampleType]	Characteristics [Ecotype]	Characteristics [OrganismPart]	Term Source REF	Term Accession Number	Characteristics [Organism]	Term Source REF	Term Accession Number	Characteristics [BioSourceProvider]	Protocol REF	Extract Name	Material Type	Protocol REF	Labeled Extract Name	Label	Material Type	Protocol REF	Hybridization Name	Array Design REF	Comment [Array Design URI]	Protocol REF	Factor Value [OrganismPart]	Term Source REF	Term Accession Number	Factor Value [Ecotype]	Scan Name	Array Data File	Comment [ArrayExpress FTP file]
BioSource:ATGE_27_A	fresh_sample	Columbia-0	stem, 2nd internode	  	  	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Department of Molecular Biology, Max Planck Institute for Developmental Biology	P-AFFY-1	Extract:ATGE_27_A	nucleic_acid	P-AFFY-2	LabeledExtract:ATGE_27_A	Biotin	labeled_extract	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	E-AFMX-9:ATGE_27_A	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	Affymetrix:Protocol:Percentile	cauline leaves	  	  	Columbia-0	ATGE_27_A	E-AFMX-9-raw-data-365451853.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/AFMX/E-AFMX-9/E-AFMX-9.raw.13.zip
BioSource:ATGE_16_C	fresh_sample	Columbia-0	rosette leaf # 10	  	  	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Department of Molecular Biology, Max Planck Institute for Developmental Biology	P-AFFY-1	Extract:ATGE_16_C	nucleic_acid	P-AFFY-2	LabeledExtract:ATGE_16_C	Biotin	labeled_extract	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	E-AFMX-9:ATGE_16_C	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	Affymetrix:Protocol:Percentile	rosette leaf # 10	  	  	Columbia-0	ATGE_16_C	E-AFMX-9-raw-data-365450768.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/AFMX/E-AFMX-9/E-AFMX-9.raw.14.zip
BioSource:ATGE_58_B	fresh_sample	ag-12	flower stage 12 equivalent; flowers without stamens, carpels; replaced by sepals and petals; indeterminate	  	  	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Department of Molecular Biology, Max Planck Institute for Developmental Biology	P-AFFY-1	Extract:ATGE_58_B	nucleic_acid	P-AFFY-2	LabeledExtract:ATGE_58_B	Biotin	labeled_extract	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	E-AFMX-9:ATGE_58_B	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	Affymetrix:Protocol:Percentile	flower stage 12 equivalent; flowers without petals, stamens	  	  	ap3-6	ATGE_58_B	E-AFMX-9-raw-data-365455143.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/AFMX/E-AFMX-9/E-AFMX-9.raw.14.zip
BioSource:ATGE_27_B	fresh_sample	Columbia-0	stem, 2nd internode	  	  	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Department of Molecular Biology, Max Planck Institute for Developmental Biology	P-AFFY-1	Extract:ATGE_27_B	nucleic_acid	P-AFFY-2	LabeledExtract:ATGE_27_B	Biotin	labeled_extract	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	E-AFMX-9:ATGE_27_B	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	Affymetrix:Protocol:Percentile	cauline leaves	  	  	Columbia-0	ATGE_27_B	E-AFMX-9-raw-data-365451888.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/AFMX/E-AFMX-9/E-AFMX-9.raw.14.zip
BioSource:ATGE_81_B	fresh_sample	Columbia-0	seeds, stage 7, w/o siliques	  	  	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Department of Molecular Biology, Max Planck Institute for Developmental Biology	P-AFFY-1	Extract:ATGE_81_B	nucleic_acid	P-AFFY-2	LabeledExtract:ATGE_81_B	Biotin	labeled_extract	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	E-AFMX-9:ATGE_81_B	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	Affymetrix:Protocol:Percentile	shoot apex, transition (before bolting)	  	  	Columbia-0	ATGE_81_B	E-AFMX-9-raw-data-365456193.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/AFMX/E-AFMX-9/E-AFMX-9.raw.14.zip
BioSource:ATGE_37_C	fresh_sample	Columbia-0	flowers stage 12, carpels	  	  	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Department of Molecular Biology, Max Planck Institute for Developmental Biology	P-AFFY-1	Extract:ATGE_37_C	nucleic_acid	P-AFFY-2	LabeledExtract:ATGE_37_C	Biotin	labeled_extract	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	E-AFMX-9:ATGE_37_C	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	Affymetrix:Protocol:Percentile	flowers stage 12, stamens	  	  	Columbia-0	ATGE_37_C	E-AFMX-9-raw-data-365452973.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/AFMX/E-AFMX-9/E-AFMX-9.raw.14.zip
BioSource:ATGE_93_C	fresh_sample	Columbia-0	root	EFO	EFO_0000989	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Department of Molecular Biology, Max Planck Institute for Developmental Biology	P-AFFY-1	Extract:ATGE_93_C	nucleic_acid	P-AFFY-2	LabeledExtract:ATGE_93_C	Biotin	labeled_extract	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	E-AFMX-9:ATGE_93_C	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	Affymetrix:Protocol:Percentile	flower	  	  	Columbia-0	ATGE_93_C	E-AFMX-9-raw-data-365457278.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/AFMX/E-AFMX-9/E-AFMX-9.raw.14.zip
BioSource:ATGE_17_A	fresh_sample	Columbia-0	rosette leaf # 12	  	  	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Department of Molecular Biology, Max Planck Institute for Developmental Biology	P-AFFY-1	Extract:ATGE_17_A	nucleic_acid	P-AFFY-2	LabeledExtract:ATGE_17_A	Biotin	labeled_extract	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	E-AFMX-9:ATGE_17_A	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	Affymetrix:Protocol:Percentile	rosette leaf # 12	  	  	Columbia-0	ATGE_17_A	E-AFMX-9-raw-data-365450803.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/AFMX/E-AFMX-9/E-AFMX-9.raw.14.zip
BioSource:ATGE_58_A	fresh_sample	ag-12	flower stage 12 equivalent; flowers without stamens, carpels; replaced by sepals and petals; indeterminate	  	  	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Department of Molecular Biology, Max Planck Institute for Developmental Biology	P-AFFY-1	Extract:ATGE_58_A	nucleic_acid	P-AFFY-2	LabeledExtract:ATGE_58_A	Biotin	labeled_extract	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	E-AFMX-9:ATGE_58_A	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	Affymetrix:Protocol:Percentile	flower stage 12 equivalent; flowers without petals, stamens	  	  	ap3-6	ATGE_58_A	E-AFMX-9-raw-data-365455108.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/AFMX/E-AFMX-9/E-AFMX-9.raw.14.zip
BioSource:ATGE_48_C	fresh_sample	ap1-15	shoot apex, inflorescence (after bolting)	  	  	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Department of Molecular Biology, Max Planck Institute for Developmental Biology	P-AFFY-1	Extract:ATGE_48_C	nucleic_acid	P-AFFY-2	LabeledExtract:ATGE_48_C	Biotin	labeled_extract	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	E-AFMX-9:ATGE_48_C	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	Affymetrix:Protocol:Percentile	shoot apex, inflorescence (after bolting)	  	  	lfy-12	ATGE_48_C	E-AFMX-9-raw-data-365454023.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/AFMX/E-AFMX-9/E-AFMX-9.raw.14.zip
BioSource:ATGE_27_C	fresh_sample	Columbia-0	stem, 2nd internode	  	  	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Department of Molecular Biology, Max Planck Institute for Developmental Biology	P-AFFY-1	Extract:ATGE_27_C	nucleic_acid	P-AFFY-2	LabeledExtract:ATGE_27_C	Biotin	labeled_extract	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	E-AFMX-9:ATGE_27_C	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	Affymetrix:Protocol:Percentile	cauline leaves	  	  	Columbia-0	ATGE_27_C	E-AFMX-9-raw-data-365451923.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/AFMX/E-AFMX-9/E-AFMX-9.raw.14.zip
BioSource:ATGE_93_B	fresh_sample	Columbia-0	root	EFO	EFO_0000989	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Department of Molecular Biology, Max Planck Institute for Developmental Biology	P-AFFY-1	Extract:ATGE_93_B	nucleic_acid	P-AFFY-2	LabeledExtract:ATGE_93_B	Biotin	labeled_extract	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	E-AFMX-9:ATGE_93_B	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	Affymetrix:Protocol:Percentile	flower	  	  	Columbia-0	ATGE_93_B	E-AFMX-9-raw-data-365457243.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/AFMX/E-AFMX-9/E-AFMX-9.raw.14.zip
BioSource:ATGE_49_C	fresh_sample	ap2-6	shoot apex, inflorescence (after bolting)	  	  	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Department of Molecular Biology, Max Planck Institute for Developmental Biology	P-AFFY-1	Extract:ATGE_49_C	nucleic_acid	P-AFFY-2	LabeledExtract:ATGE_49_C	Biotin	labeled_extract	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	E-AFMX-9:ATGE_49_C	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	Affymetrix:Protocol:Percentile	shoot apex, inflorescence (after bolting)	  	  	ap1-15	ATGE_49_C	E-AFMX-9-raw-data-365454128.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/AFMX/E-AFMX-9/E-AFMX-9.raw.14.zip
BioSource:ATGE_57_C	fresh_sample	ap3-6	flower stage 12 equivalent; flowers without petals, stamens	  	  	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Department of Molecular Biology, Max Planck Institute for Developmental Biology	P-AFFY-1	Extract:ATGE_57_C	nucleic_acid	P-AFFY-2	LabeledExtract:ATGE_57_C	Biotin	labeled_extract	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	E-AFMX-9:ATGE_57_C	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	Affymetrix:Protocol:Percentile	flower stage 12 equivalent; flowers without sepals, petals; carpeloid structures on sepals	  	  	ap2-6	ATGE_57_C	E-AFMX-9-raw-data-365455073.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/AFMX/E-AFMX-9/E-AFMX-9.raw.15.zip
BioSource:ATGE_82_B	fresh_sample	Columbia-0	seeds, stage 8, w/o siliques	  	  	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Department of Molecular Biology, Max Planck Institute for Developmental Biology	P-AFFY-1	Extract:ATGE_82_B	nucleic_acid	P-AFFY-2	LabeledExtract:ATGE_82_B	Biotin	labeled_extract	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	E-AFMX-9:ATGE_82_B	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	Affymetrix:Protocol:Percentile	seeds, stage 7, w/o siliques	  	  	Columbia-0	ATGE_82_B	E-AFMX-9-raw-data-365456298.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/AFMX/E-AFMX-9/E-AFMX-9.raw.15.zip
BioSource:ATGE_36_C	fresh_sample	Columbia-0	flowers stage 12, stamens	  	  	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Department of Molecular Biology, Max Planck Institute for Developmental Biology	P-AFFY-1	Extract:ATGE_36_C	nucleic_acid	P-AFFY-2	LabeledExtract:ATGE_36_C	Biotin	labeled_extract	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	E-AFMX-9:ATGE_36_C	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	Affymetrix:Protocol:Percentile	flowers stage 12, petals	  	  	Columbia-0	ATGE_36_C	E-AFMX-9-raw-data-365452868.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/AFMX/E-AFMX-9/E-AFMX-9.raw.15.zip
BioSource:ATGE_16_A	fresh_sample	Columbia-0	rosette leaf # 10	  	  	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Department of Molecular Biology, Max Planck Institute for Developmental Biology	P-AFFY-1	Extract:ATGE_16_A	nucleic_acid	P-AFFY-2	LabeledExtract:ATGE_16_A	Biotin	labeled_extract	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	E-AFMX-9:ATGE_16_A	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	Affymetrix:Protocol:Percentile	rosette leaf # 10	  	  	Columbia-0	ATGE_16_A	E-AFMX-9-raw-data-365450698.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/AFMX/E-AFMX-9/E-AFMX-9.raw.15.zip
BioSource:ATGE_1_A	fresh_sample	Columbia-0	cotyledons	EFO	EFO_0001022	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Department of Molecular Biology, Max Planck Institute for Developmental Biology	P-AFFY-1	Extract:ATGE_1_A	nucleic_acid	P-AFFY-2	LabeledExtract:ATGE_1_A	Biotin	labeled_extract	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	E-AFMX-9:ATGE_1_A	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	Affymetrix:Protocol:Percentile	cotyledons	EFO	EFO_0001022	Columbia-0	ATGE_1_A	E-AFMX-9-raw-data-365449753.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/AFMX/E-AFMX-9/E-AFMX-9.raw.15.zip
BioSource:ATGE_93_A	fresh_sample	Columbia-0	root	EFO	EFO_0000989	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Department of Molecular Biology, Max Planck Institute for Developmental Biology	P-AFFY-1	Extract:ATGE_93_A	nucleic_acid	P-AFFY-2	LabeledExtract:ATGE_93_A	Biotin	labeled_extract	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	E-AFMX-9:ATGE_93_A	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	Affymetrix:Protocol:Percentile	flower	  	  	Columbia-0	ATGE_93_A	E-AFMX-9-raw-data-365457208.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/AFMX/E-AFMX-9/E-AFMX-9.raw.15.zip
BioSource:ATGE_49_B	fresh_sample	ap2-6	shoot apex, inflorescence (after bolting)	  	  	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Department of Molecular Biology, Max Planck Institute for Developmental Biology	P-AFFY-1	Extract:ATGE_49_B	nucleic_acid	P-AFFY-2	LabeledExtract:ATGE_49_B	Biotin	labeled_extract	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	E-AFMX-9:ATGE_49_B	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	Affymetrix:Protocol:Percentile	shoot apex, inflorescence (after bolting)	  	  	ap1-15	ATGE_49_B	E-AFMX-9-raw-data-365454093.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/AFMX/E-AFMX-9/E-AFMX-9.raw.15.zip
BioSource:ATGE_28_A2	fresh_sample	Columbia-0	1st node	  	  	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Department of Molecular Biology, Max Planck Institute for Developmental Biology	P-AFFY-1	Extract:ATGE_28_A2	nucleic_acid	P-AFFY-2	LabeledExtract:ATGE_28_A2	Biotin	labeled_extract	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	E-AFMX-9:ATGE_28_A2	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	Affymetrix:Protocol:Percentile	stem, 2nd internode	  	  	Columbia-0	ATGE_28_A2	E-AFMX-9-raw-data-365451958.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/AFMX/E-AFMX-9/E-AFMX-9.raw.15.zip
BioSource:ATGE_82_A	fresh_sample	Columbia-0	seeds, stage 8, w/o siliques	  	  	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Department of Molecular Biology, Max Planck Institute for Developmental Biology	P-AFFY-1	Extract:ATGE_82_A	nucleic_acid	P-AFFY-2	LabeledExtract:ATGE_82_A	Biotin	labeled_extract	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	E-AFMX-9:ATGE_82_A	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	Affymetrix:Protocol:Percentile	seeds, stage 7, w/o siliques	  	  	Columbia-0	ATGE_82_A	E-AFMX-9-raw-data-365456263.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/AFMX/E-AFMX-9/E-AFMX-9.raw.15.zip
BioSource:ATGE_16_B	fresh_sample	Columbia-0	rosette leaf # 10	  	  	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Department of Molecular Biology, Max Planck Institute for Developmental Biology	P-AFFY-1	Extract:ATGE_16_B	nucleic_acid	P-AFFY-2	LabeledExtract:ATGE_16_B	Biotin	labeled_extract	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	E-AFMX-9:ATGE_16_B	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	Affymetrix:Protocol:Percentile	rosette leaf # 10	  	  	Columbia-0	ATGE_16_B	E-AFMX-9-raw-data-365450733.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/AFMX/E-AFMX-9/E-AFMX-9.raw.15.zip
BioSource:ATGE_37_A	fresh_sample	Columbia-0	flowers stage 12, carpels	  	  	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Department of Molecular Biology, Max Planck Institute for Developmental Biology	P-AFFY-1	Extract:ATGE_37_A	nucleic_acid	P-AFFY-2	LabeledExtract:ATGE_37_A	Biotin	labeled_extract	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	E-AFMX-9:ATGE_37_A	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	Affymetrix:Protocol:Percentile	flowers stage 12, stamens	  	  	Columbia-0	ATGE_37_A	E-AFMX-9-raw-data-365452903.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/AFMX/E-AFMX-9/E-AFMX-9.raw.15.zip
BioSource:ATGE_57_B	fresh_sample	ap3-6	flower stage 12 equivalent; flowers without petals, stamens	  	  	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Department of Molecular Biology, Max Planck Institute for Developmental Biology	P-AFFY-1	Extract:ATGE_57_B	nucleic_acid	P-AFFY-2	LabeledExtract:ATGE_57_B	Biotin	labeled_extract	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	E-AFMX-9:ATGE_57_B	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	Affymetrix:Protocol:Percentile	flower stage 12 equivalent; flowers without sepals, petals; carpeloid structures on sepals	  	  	ap2-6	ATGE_57_B	E-AFMX-9-raw-data-365455038.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/AFMX/E-AFMX-9/E-AFMX-9.raw.15.zip
BioSource:ATGE_10_A	fresh_sample	Columbia-0	rosette leaf #4, 1cm long	  	  	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Department of Molecular Biology, Max Planck Institute for Developmental Biology	P-AFFY-1	Extract:ATGE_10_A	nucleic_acid	P-AFFY-2	LabeledExtract:ATGE_10_A	Biotin	labeled_extract	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	E-AFMX-9:ATGE_10_A	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	Affymetrix:Protocol:Percentile	seedling - green parts	  	  	Columbia-0	ATGE_10_A	E-AFMX-9-raw-data-365450068.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/AFMX/E-AFMX-9/E-AFMX-9.raw.16.zip
BioSource:ATGE_57_A	fresh_sample	ap3-6	flower stage 12 equivalent; flowers without petals, stamens	  	  	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Department of Molecular Biology, Max Planck Institute for Developmental Biology	P-AFFY-1	Extract:ATGE_57_A	nucleic_acid	P-AFFY-2	LabeledExtract:ATGE_57_A	Biotin	labeled_extract	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	E-AFMX-9:ATGE_57_A	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	Affymetrix:Protocol:Percentile	flower stage 12 equivalent; flowers without sepals, petals; carpeloid structures on sepals	  	  	ap2-6	ATGE_57_A	E-AFMX-9-raw-data-365455003.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/AFMX/E-AFMX-9/E-AFMX-9.raw.16.zip
BioSource:ATGE_20_B	fresh_sample	Columbia-0	leaf 7, proximal half	  	  	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Department of Molecular Biology, Max Planck Institute for Developmental Biology	P-AFFY-1	Extract:ATGE_20_B	nucleic_acid	P-AFFY-2	LabeledExtract:ATGE_20_B	Biotin	labeled_extract	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	E-AFMX-9:ATGE_20_B	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	Affymetrix:Protocol:Percentile	hypocotyl	EFO	EFO_0001931	Columbia-0	ATGE_20_B	E-AFMX-9-raw-data-365451153.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/AFMX/E-AFMX-9/E-AFMX-9.raw.16.zip
BioSource:ATGE_47_C	fresh_sample	lfy-12	shoot apex, inflorescence (after bolting)	  	  	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Department of Molecular Biology, Max Planck Institute for Developmental Biology	P-AFFY-1	Extract:ATGE_47_C	nucleic_acid	P-AFFY-2	LabeledExtract:ATGE_47_C	Biotin	labeled_extract	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	E-AFMX-9:ATGE_47_C	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	Affymetrix:Protocol:Percentile	shoot apex, inflorescence (after bolting)	  	  	clv3-7	ATGE_47_C	E-AFMX-9-raw-data-365453918.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/AFMX/E-AFMX-9/E-AFMX-9.raw.16.zip
BioSource:ATGE_90_B	fresh_sample	Columbia-0	veg rosette (for phase change)	  	  	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Department of Molecular Biology, Max Planck Institute for Developmental Biology	P-AFFY-1	Extract:ATGE_90_B	nucleic_acid	P-AFFY-2	LabeledExtract:ATGE_90_B	Biotin	labeled_extract	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	E-AFMX-9:ATGE_90_B	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	Affymetrix:Protocol:Percentile	root	EFO	EFO_0000989	Columbia-0	ATGE_90_B	E-AFMX-9-raw-data-365456928.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/AFMX/E-AFMX-9/E-AFMX-9.raw.16.zip
BioSource:ATGE_39_C	fresh_sample	Columbia-0	flowers stage 15	  	  	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Department of Molecular Biology, Max Planck Institute for Developmental Biology	P-AFFY-1	Extract:ATGE_39_C	nucleic_acid	P-AFFY-2	LabeledExtract:ATGE_39_C	Biotin	labeled_extract	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	E-AFMX-9:ATGE_39_C	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	Affymetrix:Protocol:Percentile	flowers stage 12, carpels	  	  	Columbia-0	ATGE_39_C	E-AFMX-9-raw-data-365453078.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/AFMX/E-AFMX-9/E-AFMX-9.raw.16.zip
