PROBE	ID	ALIAS
251797_at	AT3G55560	AGF2
251798_at	AT3G55460	SCL30
251799_at	AT3G55520	AT3G55520
251800_at	AT3G55510	RBL
251801_at	AT3G55440	TPI
251802_at	AT3G55380	UBC14
251803_at	AT3G55350	AT3G55350
251804_at	AT3G55430	AT3G55430
251805_at	AT3G55530	SDIR1
251806_at	AT3G55370	OBP3
251807_at	AT3G55400	OVA1
251808_at	AT3G55480	PAT2
251809_at	AT3G55600	AT3G55600
251810_at	AT3G55250	AT3G55250
251811_at	AT3G54990	SMZ
251812_at	AT3G54970	AT3G54970
251813_at	AT3G55000	TON1A
251814_at	AT3G54890	LHCA1
251815_at	AT3G54900	CXIP1
251816_at	AT3G55005	TON1B
251817_at	AT3G54840	ARA6
251818_at	AT3G54860	ATVPS33
251819_at	AT3G55030	PGPS2
251820_at	AT3G55040	GSTL2
251821_at	AT3G55050	AT3G55050
251822_at	AT3G55060	AT3G55060
251823_at	AT3G55080	AT3G55080
251824_at	AT3G55090	AT3G55090
251825_at	AT3G55100	AT3G55100
251826_at	AT3G55110	AT3G55110
251827_at	AT3G55120	TT5
251828_at	AT3G55070	AT3G55070
251829_at	AT3G55020	AT3G55020
251830_at	AT3G55010	PUR5
251831_at	AT3G55140	AT3G55140
251832_at	AT3G55150	ATEXO70H1
251833_at	AT3G55160	AT3G55160
251834_at	AT3G55170	AT3G55170
251835_at	AT3G55180	AT3G55180
251836_at	AT3G55190	AT3G55190
251837_s_at	AT3G55200	AT3G55200
251838_at	AT3G54940	AT3G54940
251839_at	AT3G54950	PLA_IIIA
251840_at	AT3G54960	ATPDIL1-3
251841_at	AT3G54980	AT3G54980
251842_at	AT3G54580	AT3G54580
251843_x_at	AT3G54590	ATHRGP1
251844_at	AT3G54630	AT3G54630
251845_at	AT3G54540	ATGCN4
251846_at	AT3G54560	HTA11
251847_at	AT3G54640	TSA1
251848_at	AT3G54620	BZIP25
251849_at	AT3G54610	HAG1
251850_at	AT3G54650	FBL17
251851_at	AT3G54670	TTN8
251852_at	AT3G54750	AT3G54750
251853_at	AT3G54790	AT3G54790
251854_at	AT3G54800	AT3G54800
251855_at	AT3G54690	AT3G54690
251856_at	AT3G54720	AMP1
251857_at	AT3G54770	AT3G54770
251858_at	AT3G54820	PIP2;5
251859_at	AT3G54680	AT3G54680
251860_at	AT3G54660	GR
251861_at	AT3G54810	BME3
251862_at	AT3G54850	PUB14
251863_at	AT3G54870	MRH2
251864_at	AT3G54920	PMR6
251865_at	AT3G54930	AT3G54930
251866_at	AT3G54350	emb1967
251867_at	AT3G54480	SKIP5
251868_at	AT3G54490	RPB5E
251869_at	AT3G54500	AT3G54500
251870_at	AT3G54510	AT3G54510
251871_at	AT3G54520	AT3G54520
251872_at	AT3G54570	AT3G54570
251873_at	AT3G54230	SUA
251874_at	AT3G54240	AT3G54240
251875_at	AT3G54270	AT3G54270
251876_at	AT3G54280	RGD3
251877_at	AT3G54300	ATVAMP727
251878_at	AT3G54310	AT3G54310
251879_at	AT3G54200	AT3G54200
251880_at	AT3G54290	AT3G54290
251881_at	AT3G54250	AT3G54250
251882_at	AT3G54140	PTR1
251883_at	AT3G54210	AT3G54210
251884_at	AT3G54150	AT3G54150
251885_at	AT3G54050	HCEF1
251886_at	AT3G54260	TBL36
251887_at	AT3G54170	ATFIP37
251888_at	AT3G54190	AT3G54190
251889_at	AT3G54080	AT3G54080
251890_at	AT3G54220	SCR
251891_at	AT3G54320	WRI1
251892_at	AT3G54330	WRI1
251893_at	AT3G54370	AT3G54380
251894_at	AT3G54380	AT3G54380
251895_at	AT3G54420	ATEP3
251896_at	AT3G54390	AT3G54390
251897_at	AT3G54360	AT3G54360
251898_at	AT3G54340	AP3
251899_at	AT3G54400	AT3G54400
251900_at	AT3G54430	SRS6
251901_at	AT3G54100	AT3G54100
251902_at	AT3G54110	PUMP1
251903_at	AT3G54120	AT3G54120
251904_at	AT3G54130	AT3G54130
251905_at	AT3G53710	GAPB
251906_at	AT3G53720	ATCHX20
251907_at	AT3G53760	GCP4
251908_at	AT3G53770	AT3G53770
251909_at	AT3G53790	TRFL4
251910_at	AT3G53810	AT3G53810
251911_at	AT3G53820	AT3G53820
251912_at	AT3G53840	AT3G53840
251913_at	AT3G53910	AT3G53910
251914_at	AT3G53930	AT3G53930
251915_at	AT3G53940	AT3G53940
251916_at	AT3G53960	AT3G53960
251917_at	AT3G53970	AT3G53970
251918_at	AT3G54040	AT3G54040
251919_at	AT3G53800	Fes1B
251920_at	AT3G53900	UPP
251921_at	AT3G53890	AT3G53890
251922_at	AT3G54030	AT3G54030
251923_at	AT3G53880	AT3G53880
251924_at	AT3G53730	AT3G53730
251925_at	AT3G54000	AT3G54000
251926_at	AT3G53740	AT3G53740
251927_at	AT3G53990	AT3G53990
251928_at	AT3G53980	AT3G53980
251929_at	AT3G53920	SIGC
251930_at	AT3G53780	ATRBL4
251931_at	AT3G53950	AT3G53950
251932_at	AT3G54010	PAS1
251933_at	AT3G54060	AT3G54060
251934_at	AT3G54070	AT3G54070
251935_at	AT3G54090	FLN1
251936_at	AT3G53700	MEE40
251937_at	AT3G53400	AT3G53400
251938_at	AT3G53430	AT3G53430
251939_at	AT3G53440	AT3G53440
251940_at	AT3G53450	AT3G53450
251941_at	AT3G53470	AT3G53470
251942_at	AT3G53480	PDR9
251943_at	AT3G53500	RSZ32
251944_at	AT3G53510	AT3G53510
251945_at	AT3G53520	UXS1
251946_at	AT3G53540	AT3G53540
251947_at	AT3G53550	AT3G53550
251948_at	AT3G53580	AT3G53580
251949_at	AT3G53590	AT3G53590
251950_at	AT3G53600	AT3G53600
251951_s_at	AT3G53630	AT3G53630
251952_at	AT3G53650	AT3G53650
251953_at	AT3G53660	CPuORF51
251954_at	AT3G53670	CPuORF51
251955_at	AT3G53680	AT3G53680
251956_at	AT3G53460	CP29
251957_at	AT3G53690	AT3G53690
251958_at	AT3G53560	AT3G53560
251959_at	AT3G53410	AT3G53410
251960_at	AT3G53610	HEMB1
251961_at	AT3G53620	AtPPa4
251962_at	AT3G53420	PIP2A
251963_at	AT3G53570	AFC1
251964_at	AT3G53370	AT3G53370
251965_at	AT3G53360	AT3G53360
251966_at	AT3G53380	AT3G53380
251967_at	AT3G53390	AT3G53390
251968_at	AT3G53100	AT3G53100
251969_at	AT3G53130	LUT1
251970_at	AT3G53150	UGT73D1
251971_at	AT3G53160	UGT73C7
251972_at	AT3G53170	AT3G53170
251973_at	AT3G53180	AT3G53180
251974_at	AT3G53200	AtMYB27
251975_at	AT3G53230	AT3G53230
251976_at	AT3G53240	AtRLP45
251977_at	AT3G53250	AT3G53250
251978_at	AT3G53290	CYP71B30P
251979_at	AT3G53140	LUT1
251980_at	AT3G53270	AT3G53270
251981_at	AT3G53080	AT3G53080
251982_at	AT3G53190	AT3G53190
251983_at	AT3G53210	AT3G53210
251984_at	AT3G53260	PAL2
251985_at	AT3G53220	AT3G53220
251986_at	AT3G53310	AT3G53310
251987_at	AT3G53280	CYP71B5
251988_at	AT3G53300	CYP71B31
251989_at	AT3G53110	LOS4
251990_at	AT3G53320	AT3G53320
251991_at	AT3G53340	NF-YB10
251992_at	AT3G53350	RIP4
251993_at	AT3G52960	AT3G52960
251994_at	AT3G52890	KIPK
251995_at	AT3G52940	FK
251996_at	AT3G52840	BGAL2
251997_at	AT3G53020	STV1
251998_at	AT3G53090	UPL7
251999_at	AT3G52700	AT3G52700
252000_at	AT3G52710	AT3G52710
252001_at	AT3G52750	FTSZ2-2
252002_at	AT3G52760	AT3G52760
252003_at	AT3G52770	ZPR3
252004_at	AT3G52780	PAP20
252005_at	AT3G52810	PAP21
252006_at	AT3G52820	PAP22
252007_at	AT3G52830	AT3G52830
252008_at	AT3G52610	AT3G52610
252009_at	AT3G52800	AT3G52800
252010_at	AT3G52740	AT3G52740
252011_at	AT3G52720	ACA1
252012_at	AT3G52730	AT3G52730
252013_at	AT3G52860	AT3G52860
252014_at	AT3G52870	AT3G52870
252015_at	AT3G52910	AtGRF4
252016_at	AT3G52950	AT3G52950
252017_at	AT3G52970	CYP76G1
252018_at	AT3G53000	AtPP2-A15
252019_at	AT3G53040	AT3G53040
252020_at	AT3G53060	ASK6
252021_at	AT3G53070	AT3G53070
252022_at	AT3G52930	AT3G52930
252023_at	AT3G52920	AT3G52920
252024_at	AT3G52880	ATMDAR1
252025_at	AT3G52900	AT3G52900
252026_at	AT3G53030	SRPK4
252027_at	AT3G52850	VSR1
252028_at	AT3G52650	AT3G52640
252029_s_at	AT3G52660	AT3G52660
252030_at	AT3G52690	AT3G52690
252031_at	AT3G52140	AT3G52140
252032_at	AT3G52150	AT3G52150
252033_at	AT3G51950	AT3G51950
252034_at	AT3G52040	AT3G52040
252035_at	AT3G52160	KCS15
252036_at	AT3G52070	AT3G52070
252037_at	AT3G51920	CAM9
252038_at	AT3G52120	AT3G52120
252039_at	AT3G52155	AT3G52155
252040_at	AT3G52060	AT3G52060
252041_at	AT3G52090	NRPB11
252042_at	AT3G51990	AT3G51990
252043_at	AT3G52390	AT3G52390
252044_at	AT3G52420	OEP7
252045_at	AT3G52450	PUB22
252046_at	AT3G52460	AT3G52460
252047_at	AT3G52490	AT3G52490
252048_at	AT3G52500	AT3G52500
252049_at	AT3G52510	AT3G52510
252050_at	AT3G52550	AT3G52550
252051_at	AT3G52570	AT3G52570
252052_at	AT3G52600	AtcwINV2
252053_at	AT3G52400	SYP122
252054_at	AT3G52540	OFP18
252055_at	AT3G52580	AT3G52580
252056_at	AT3G52590	UBQ1
252057_at	AT3G52480	AT3G52480
252058_at	AT3G52470	AT3G52470
252059_at	AT3G52560	UEV1D-4
252060_at	AT3G52430	PAD4
252061_at	AT3G52620	AT3G52620
252062_at	AT3G52640	AT3G52640
252063_at	AT3G51590	LTP12
252064_at	AT3G51520	AT3G51520
252065_at	AT3G51610	AT3G51610
252066_at	AT3G51550	FER
252067_at	AT3G51370	AT3G51370
252068_at	AT3G51440	AT3G51440
252069_s_at	AT3G51640	AT3G51640
252070_at	AT3G51680	AT3G51680
252071_at	AT3G51690	AT3G51690
252072_at	AT3G51710	AT3G51710
252073_at	AT3G51750	AT3G51750
252074_at	AT3G51700	AT3G51700
252075_at	AT3G51730	AT3G51730
252076_at	AT3G51660	AT3G51660
252077_at	AT3G51720	AT3G51720
252078_at	AT3G51740	IMK2
252079_at	AT3G51630	CPuORF44
252080_at	AT3G51670	AT3G51670
252081_at	AT3G51910	HSFA7A
252082_at	AT3G51940	AT3G51940
252083_at	AT3G51960	BZIP24
252084_at	AT3G51970	AtSAT1
252085_s_at	AT3G52000	scpl37
252086_at	AT3G52030	AT3G52030
252087_at	AT3G52080	chx28
252088_at	AT3G52100	AT3G52100
252089_at	AT3G52110	AT3G52110
252090_at	AT3G52130	AT3G52130
252091_at	AT3G51390	AT3G51390
252092_at	AT3G51420	SSL4
252093_at	AT3G51500	AT3G51500
252094_at	AT3G51260	PAD1
252095_at	AT3G51000	AT3G51000
252096_at	AT3G51180	AT3G51180
252097_at	AT3G51090	AT3G51090
252098_at	AT3G51330	AT3G51330
252099_at	AT3G51250	AT3G51250
252100_at	AT3G51110	AT3G51110
252101_at	AT3G51300	ROP1
252102_at	AT3G50970	LTI30
252103_at	AT3G51410	AT3G51410
252104_at	AT3G51460	RHD4
252105_at	AT3G51470	AT3G51470
252106_at	AT3G51480	ATGLR3.6
252107_at	AT3G51490	TMT3
252108_at	AT3G51530	AT3G51530
252109_at	AT3G51540	AT3G51540
252110_at	AT3G51560	AT3G51560
252111_at	AT3G51570	AT3G51570
252112_at	AT3G51580	AT3G51580
252113_at	AT3G51620	AT3G51620
252114_at	AT3G51450	AT3G51450
252115_at	AT3G51600	LTP5
252116_at	AT3G51510	AT3G51510
252117_at	AT3G51430	YLS2
252118_at	AT3G51400	AT3G51400
252119_at	AT3G51030	ATTRX1
252120_at	AT3G51130	AT3G51130
252121_at	AT3G51160	MUR1
252122_at	AT3G51140	AT3G51140
252123_at	AT3G51240	F3H
252124_at	AT3G51010	AT3G51010
252125_at	AT3G51040	RTH
252126_at	AT3G50950	ZAR1
252127_at	AT3G50960	PLP3a
252128_at	AT3G50870	MNP
252129_at	AT3G50890	AtHB28
252130_at	AT3G50820	PSBO2
252131_at	AT3G50930	BCS1
252132_at	AT3G50790	AT3G50790
252133_at	AT3G50900	AT3G50900
252134_at	AT3G50910	AT3G50910
252135_at	AT3G50830	COR413-PM2
252136_at	AT3G50770	CML41
252137_at	AT3G50980	XERO1
252138_at	AT3G50990	AT3G50990
252139_at	AT3G51050	AT3G51050
252140_at	AT3G51070	AT3G51070
252141_at	AT3G51100	AT3G51100
252142_at	AT3G51120	AT3G51120
252143_at	AT3G51150	AT3G51150
252144_at	AT3G51190	AT3G51190
252145_at	AT3G51200	AT3G51200
252146_at	AT3G51210	AT3G51210
252147_at	AT3G51270	AT3G51270
252148_at	AT3G51280	AT3G51280
252149_at	AT3G51290	AT3G51290
252150_at	AT3G51310	VPS35C
252151_at	AT3G51320	AT3G51320
252152_at	AT3G51350	AT3G51350
252153_at	AT3G51360	AT3G51360
252154_at	AT3G50880	AT3G50880
252155_at	AT3G50920	AT3G50920
252156_at	AT3G50940	AT3G50940
252157_at	AT3G50430	AT3G50430
252158_at	AT3G50530	CRK
252159_at	AT3G50540	AT3G50540
252160_at	AT3G50570	AT3G50570
252161_at	AT3G50580	AT3G50580
252162_at	AT3G50590	AT3G50590
252163_at	AT3G50610	AT3G50610
252164_at	AT3G50620	AT3G50620
252165_at	AT3G50550	AT3G50550
252166_at	AT3G50500	SNRK2.2
252167_at	AT3G50560	AT3G50560
252168_at	AT3G50440	MES10
252169_at	AT3G50520	AT3G50520
252170_at	AT3G50480	HR4
252171_at	AT3G50600	AT3G50590
252172_at	AT3G50640	AT3G50640
252173_at	AT3G50650	AT3G50650
252174_at	AT3G50690	AT3G50690
252175_at	AT3G50700	AtIDD2
252176_at	AT3G50720	AT3G50720
252177_at	AT3G50730	AT3G50730
252178_at	AT3G50750	BEH1
252179_at	AT3G50760	GATL2
252180_at	AT3G50630	KRP2
252181_at	AT3G50685	AT3G50685
252182_at	AT3G50670	U1-70K
252183_at	AT3G50740	UGT72E1
252184_at	AT3G50660	DWF4
252185_at	AT3G50780	AT3G50780
252186_at	AT3G50810	AT3G50810
252187_at	AT3G50850	AT3G50850
252188_at	AT3G50860	AT3G50860
252189_at	AT3G50070	CYCD3;3
252190_at	AT3G50170	AT3G50170
252191_at	AT3G50180	AT3G50180
252192_at	AT3G50000	CKA2
252193_at	AT3G50060	MYB77
252194_at	AT3G50110	ATPEN3
252195_at	AT3G50190	AT3G50190
252196_at	AT3G50200	AT3G50200
252197_at	AT3G50230	AT3G50230
252198_x_at	AT3G50250	AT3G50250
252199_at	AT3G50270	AT3G50270
252200_at	AT3G50280	AT3G50280
252201_at	AT3G50290	AT3G50290
252202_at	AT3G50300	AT3G50300
252203_at	AT3G50320	AT3G50320
252204_at	AT3G50340	AT3G50340
252205_at	AT3G50350	AT3G50350
252206_at	AT3G50360	ATCEN2
252207_at	AT3G50370	AT3G50370
252208_at	AT3G50380	AT3G50380
252209_at	AT3G50400	AT3G50400
252210_at	AT3G50410	OBP1
252211_at	AT3G50220	AT3G50220
252212_at	AT3G50310	MAPKKK20
252213_at	AT3G50210	AT3G50210
252214_at	AT3G50260	CEJ1
252215_at	AT3G50240	KICP-02
252216_at	AT3G50420	AT3G50420
252217_at	AT3G50140	AT3G50140
252218_at	AT3G50150	AT3G50150
252219_at	AT3G50160	AT3G50160
252220_at	AT3G49940	LBD38
252221_at	AT3G49830	AT3G49830
252222_at	AT3G49840	AT3G49845
252223_at	AT3G49850	TRB3
252224_at	AT3G49860	ATARLA1B
252225_at	AT3G49870	ATARLA1C
252226_at	AT3G49880	AT3G49880
252227_at	AT3G49900	AT3G49900
252228_at	AT3G49920	VDAC5
252229_at	AT3G49890	AT3G49890
252230_at	AT3G49810	AT3G49810
252231_at	AT3G49720	AT3G49720
252232_at	AT3G49760	AtbZIP5
252233_at	AT3G49690	MYB84
252234_at	AT3G49780	ATPSK4
252235_at	AT3G49910	AT3G49910
252236_at	AT3G49930	AT3G49930
252237_at	AT3G49950	AT3G49950
252238_at	AT3G49960	AT3G49960
252239_at	AT3G49990	AT3G49990
252240_at	AT3G50010	AT3G50010
252241_at	AT3G50050	AT3G50050
252242_at	AT3G50080	VFB2
252243_at	AT3G50120	AT3G50120
252244_at	AT3G50130	AT3G50130
252245_at	AT3G49710	AT3G49710
252246_at	AT3G49730	AT3G49725
252247_at	AT3G49740	AT3G49740
252248_at	AT3G49750	AtRLP44
252249_at	AT3G49770	AT3G49770
252250_at	AT3G49790	AT3G49790
252251_at	AT3G49820	AT3G49820
252252_at	AT3G49180	RID3
252253_at	AT3G49300	AT3G49300
252254_at	AT3G49250	DMS3
252255_at	AT3G49220	AT3G49220
252256_at	AT3G49430	SRp34a
252257_at	AT3G49440	AT3G49440
252258_at	AT3G49450	AT3G49450
252259_at	AT3G49460	AT3G49460
252260_at	AT3G49480	AT3G49480
252261_at	AT3G49500	RDR6
252262_at	AT3G49510	AT3G49510
252263_at	AT3G49520	AT3G49520
252264_at	AT3G49590	AT3G49590
252265_at	AT3G49620	DIN11
252266_at	AT3G49630	AT3G49630
252267_at	AT3G49640	AT3G49640
252268_at	AT3G49650	AT3G49650
252269_at	AT3G49580	LSU1
252270_at	AT3G49560	AT3G49560
252271_s_at	AT3G49420	AT3G49420
252272_at	AT3G49670	BAM2
252273_at	AT3G49660	AT3G49660
252274_at	AT3G49680	BCAT3
252275_at	AT3G49600	UBP26
252276_at	AT3G49490	AT3G49490
252277_at	AT3G49470	NACA2
252278_at	AT3G49530	anac062
252279_at	AT3G49700	ACS9
252280_at	AT3G49260	iqd21
252281_at	AT3G49320	AT3G49320
252282_at	AT3G49360	PGL2
252283_at	AT3G48960	AT3G48960
252284_at	AT3G49020	AT3G49020
252285_at	AT3G49050	AT3G49050
252286_at	AT3G49070	AT3G49070
252287_at	AT3G49080	AT3G49080
252288_at	AT3G49090	AT3G49080
252289_at	AT3G49130	AT3G49130
252290_at	AT3G49140	AT3G49140
252291_s_at	AT3G49120	PRXCB
252292_at	AT3G49000	AT3G49000
252293_at	AT3G48990	AT3G48990
252294_at	AT3G49010	ATBBC1
252295_at	AT3G49100	AT3G49100
252296_at	AT3G48970	AT3G48970
252297_at	AT3G48930	EMB1080
252298_at	AT3G49060	AT3G49060
252299_at	AT3G49150	AT3G49150
252300_at	AT3G49160	AT3G49160
252301_at	AT3G49170	EMB2261
252302_at	AT3G49190	AT3G49190
252303_at	AT3G49210	AT3G49210
252304_at	AT3G49230	AT3G49230
252305_at	AT3G49240	emb1796
252306_at	AT3G49270	AT3G49270
252307_at	AT3G49280	AT3G49280
252308_at	AT3G49310	AT3G49310
252309_at	AT3G49340	AT3G49340
252310_at	AT3G49350	AT3G49350
252311_at	AT3G49370	AT3G49370
252312_at	AT3G49380	iqd15
252313_at	AT3G49390	CID10
252314_at	AT3G49400	AT3G49400
252315_at	AT3G48690	CXE12
252316_at	AT3G48700	ATCXE13
252317_at	AT3G48720	AT3G48720
252318_at	AT3G48730	GSA2
252319_at	AT3G48710	AT3G48710
252320_at	AT3G48580	XTH11
252321_at	AT3G48510	AT3G48510
252322_at	AT3G48550	AT3G48550
252323_at	AT3G48530	KING1
252324_at	AT3G48565	AT3G48570
252325_at	AT3G48560	CSR1
252326_at	AT3G48680	GAMMA_CAL2
252327_at	AT3G48740	AT3G48740
252328_at	AT3G48570	AT3G48570
252329_at	AT3G48760	AT3G48760
252330_at	AT3G48770	AT3G48770
252331_s_at	AT3G48790	SPT1
252332_at	AT3G48810	AT3G48810
252333_at	AT3G48830	AT3G48830
252334_at	AT3G48850	PHT3;2
252335_at	AT3G48860	AT3G48860
252336_at	AT3G48880	AT3G48880
252337_at	AT3G48750	CDC2
252338_at	AT3G48890	MAPR3
252339_at	AT3G48910	AT3G48900
252340_at	AT3G48920	AtMYB45
252341_at	AT3G48940	AT3G48940
252342_at	AT3G48950	AT3G48950
252343_at	AT3G48610	NPC6
252344_s_at	AT3G48620	AT3G48620
252345_at	AT3G48640	AT3G48640
252346_at	AT3G48650	AT3G48650
252347_at	AT3G48130	AT3G48130
252348_at	AT3G48140	AT3G48140
252349_at	AT3G48150	APC8
252350_at	AT3G48190	ATM
252351_at	AT3G48210	AT3G48210
252352_at	AT3G48185	AT3G48185
252353_at	AT3G48200	AT3G48200
252354_at	AT3G48170	ALDH10A9
252355_at	AT3G48250	AT3G48250
252356_at	AT3G48370	AT3G48370
252357_at	AT3G48410	AT3G48410
252358_at	AT3G48425	AT3G48425
252359_at	AT3G48440	AT3G48440
252360_at	AT3G48480	AT3G48480
252361_at	AT3G48490	AT3G48490
252362_at	AT3G48500	PDE312
252363_at	AT3G48460	AT3G48460
252364_at	AT3G48450	AT3G48450
252365_at	AT3G48350	AT3G48350
252366_at	AT3G48420	AT3G48420
252367_at	AT3G48360	BT2
252368_at	AT3G48520	CYP94B3
252369_at	AT3G48540	AT3G48540
252370_at	AT3G48600	AT3G48600
252371_at	AT3G48070	AT3G48070
252372_at	AT3G48000	ALDH2B4
252373_at	AT3G48090	EDS1
252374_at	AT3G48100	ARR5
252375_at	AT3G48040	ROP10
252376_at	AT3G47930	ATGLDH
252377_at	AT3G47960	AT3G47960
252378_at	AT3G47570	AT3G47570
252379_at	AT3G47730	ATH1
252380_at	AT3G47740	ATH2
252381_s_at	AT3G47750	ABCA4
252382_at	AT3G47770	ATH5
252383_at	AT3G47780	ATH6
252384_at	AT3G47790	ATH7
252385_at	AT3G47810	MAG1
252386_at	AT3G47840	AT3G47840
252387_at	AT3G47800	AT3G47800
252388_at	AT3G47850	AT3G47850
252389_at	AT3G47833	AT3G47833
252390_at	AT3G47836	AT3G47836
252391_at	AT3G47860	CHL
252392_s_at	AT3G47890	AT3G47890
252393_at	AT3G47910	AT3G47910
252394_at	AT3G47940	AT3G47940
252395_at	AT3G47950	AHA4
252396_at	AT3G47970	AT3G47980
252397_at	AT3G47980	AT3G47980
252398_at	AT3G47990	SIS3
252399_at	AT3G48010	CNGC16
252400_at	AT3G48020	AT3G48020
252401_at	AT3G48030	AT3G48030
252402_s_at	AT3G48050	AT3G48050
252403_at	AT3G48080	AT3G48080
252404_at	AT3G48110	EDD1
252405_at	AT3G48120	AT3G48120
252406_at	AT3G47670	AT3G47670
252407_at	AT3G47520	MDH
252408_at	AT3G47600	ATMYB94
252409_at	AT3G47650	AT3G47650
252410_at	AT3G47450	NOA1
252411_at	AT3G47430	PEX11B
252412_at	AT3G47295	AT3G47295
252413_at	AT3G47370	AT3G47370
252414_at	AT3G47420	PS3
252415_at	AT3G47340	ASN1
252416_at	AT3G47460	ATSMC2
252417_at	AT3G47480	AT3G47480
252418_at	AT3G47490	AT3G47490
252419_at	AT3G47510	AT3G47510
252420_at	AT3G47530	AT3G47530
252421_at	AT3G47540	AT3G47540
252422_at	AT3G47550	AT3G47550
252423_at	AT3G47590	AT3G47590
252424_at	AT3G47610	AT3G47610
252425_at	AT3G47620	AtTCP14
252426_at	AT3G47630	AT3G47630
252427_at	AT3G47640	PYE
252428_at	AT3G47660	AT3G47660
252429_at	AT3G47500	CDF3
252430_at	AT3G47470	LHCA4
252431_at	AT3G47700	MAG2
252432_at	AT3G47680	AT3G47680
252433_at	AT3G47560	AT3G47560
252434_s_at	AT3G47310	AT3G47310
252435_at	AT3G47320	AT3G47320
252436_x_at	AT3G47330	AT3G47330
252437_at	AT3G47380	AT3G47380
252438_at	AT3G47390	PHS1
252439_at	AT3G47400	AT3G47400
252440_at	AT3G47440	TIP5;1
252441_at	AT3G46780	PTAC16
252442_at	AT3G46940	DUT1
252443_at	AT3G46960	AT3G46960
252444_at	AT3G46980	PHT4;3
252445_at	AT3G47000	AT3G47000
252446_at	AT3G47010	AT3G47010
252447_at	AT3G47040	AT3G47040
252448_at	AT3G47050	AT3G47050
252449_at	AT3G47060	ftsh7
252450_s_at	AT3G47090	AT3G47090
252451_at	AT3G47100	AT3G47100
252452_at	AT3G47110	AT3G47110
252453_at	AT3G47120	AT3G47120
252454_at	AT3G47130	AT3G47130
252455_at	AT3G47140	AT3G47140
252456_at	AT3G47170	AT3G47170
252457_at	AT3G47180	AT3G47180
252458_at	AT3G47210	AT3G47210
252459_s_at	AT3G47220	PLC9
252460_at	AT3G47230	AT3G47230
252461_at	AT3G47240	AT3G47240
252462_at	AT3G47250	AT3G47250
252463_at	AT3G47070	AT3G47070
252464_at	AT3G47160	AT3G47160
252465_x_at	AT3G47260	AT3G47260
252466_x_at	AT3G47270	AT3G47270
252467_at	AT3G47080	AT3G47080
252468_at	AT3G46970	PHS2
252469_at	AT3G46920	AT3G46920
252470_at	AT3G46930	AT3G46930
252471_at	AT3G46820	TOPP5
252472_at	AT3G46830	ATRABA2C
252473_s_at	AT3G46610	AT3G46610
252474_at	AT3G46620	AT3G46620
252475_s_at	AT3G46640	PCL1
252476_at	AT3G46650	AT3G46650
252477_at	AT3G46680	AT3G46680
252478_at	AT3G46540	AT3G46540
252479_at	AT3G46560	TIM9
252480_at	AT3G46580	MBD5
252481_at	AT3G46630	AT3G46630
252482_at	AT3G46670	UGT76E11
252483_at	AT3G46600	AT3G46600
252484_at	AT3G46690	AT3G46690
252485_at	AT3G46530	RPP13
252486_at	AT3G46510	PUB13
252487_at	AT3G46660	UGT76E12
252488_at	AT3G46700	AT3G46700
252489_at	AT3G46710	AT3G46710
252490_at	AT3G46720	AT3G46720
252491_at	AT3G46730	AT3G46730
252492_at	AT3G46740	TOC75-III
252493_at	AT3G46750	AT3G46750
252494_at	AT3G46760	AT3G46760
252495_at	AT3G46770	AT3G46770
252496_at	AT3G46790	CRR2
252497_at	AT3G46800	AT3G46800
252498_at	AT3G46810	AT3G46810
252499_s_at	AT3G46840	AT3G46840
252500_at	AT3G46860	AT3G46860
252501_at	AT3G46880	AT3G46880
252502_at	AT3G46900	COPT2
252503_at	AT3G46910	AT3G46910
252504_at	AT3G46590	TRFL1
252505_at	AT3G46170	AT3G46170
252506_at	AT3G46180	UTR5
252507_at	AT3G46200	aTNUDT9
252508_at	AT3G46210	AT3G46210
252509_at	AT3G46240	AT3G46240
252510_at	AT3G46270	AT3G46270
252511_at	AT3G46280	AT3G46280
252512_at	AT3G46290	HERK1
252513_at	AT3G46220	AT3G46220
252514_at	AT3G46060	ATRAB8A
252515_at	AT3G46230	HSP17.4
252516_at	AT3G46100	ATHRS1
252517_at	AT3G46340	AT3G46340
252518_at	AT3G46350	AT3G46350
252519_at	AT3G46360	AT3G46360
252520_at	AT3G46370	AT3G46370
252521_at	AT3G46380	AT3G46380
252522_at	AT3G46390	AT3G46390
252523_at	AT3G46400	AT3G46400
252524_at	AT3G46430	AT3G46430
252525_at	AT3G46450	AT3G46450
252526_at	AT3G46480	AT3G46480
252527_at	AT3G46440	UXS5
252528_at	AT3G46460	UBC13
252529_at	AT3G46490	AT3G46490
252530_at	AT3G46500	AT3G46500
252531_at	AT3G46520	ACT12
252532_at	AT3G46570	AT3G46570
252533_at	AT3G46110	AT3G46110
252534_at	AT3G46130	MYB111
252535_at	AT3G46150	AT3G46150
252536_at	AT3G45700	AT3G45700
252537_at	AT3G45710	AT3G45710
252538_at	AT3G45720	AT3G45720
252539_at	AT3G45730	AT3G45730
252540_at	AT3G45740	AT3G45740
252541_at	AT3G45750	AT3G45750
252542_at	AT3G45770	AT3G45770
252543_at	AT3G45780	PHOT1
252544_at	AT3G45810	AT3G45810
252545_at	AT3G45820	AT3G45820
252546_at	AT3G45830	AT3G45830
252547_at	AT3G45840	AT3G45840
252548_at	AT3G45850	AT3G45850
252549_at	AT3G45860	CRK4
