PROBE	TID	ID	AGI	ENSEMBL	UNIGENE
264478_at	AT1G77270	AT1G77270	AT1G77270	AT1G77270	AT1G77270
264479_at	AT1G77280	AT1G77280	AT1G77280	AT1G77280	AT1G77280
264480_at	AT1G77300	AT1G77300	AT1G77300	AT1G77300	AT1G77300
246413_at	AT1G77310	AT1G77310	AT1G77310	AT1G77310	AT1G77310
246390_at	AT1G77330	AT1G77330	AT1G77330	AT1G77330	AT1G77330
246414_at	AT1G77340	AT1G77340	AT1G77340	AT1G77340	AT1G77340
246391_at	AT1G77350	AT1G77350	AT1G77350	AT1G77350	AT1G77350
246383_at	AT1G77360	AT1G77360	AT1G77360	AT1G77360	AT1G77360
246384_at	AT1G77370	AT1G77370	AT1G77370	AT1G77370	AT1G77370
246389_at	AT1G77380	AT1G77380	AT1G77380	AT1G77380	AT1G77380
246385_at	AT1G77390	AT1G77390	AT1G77390	AT1G77390	AT1G77390
246387_at	AT1G77400	AT1G77400	AT1G77400	AT1G77400	AT1G77400
246388_at	AT1G77405	AT1G77405	AT1G77405	AT1G77405	AT1G77405
246386_at	AT1G77410	AT1G77410	AT1G77410	AT1G77410	AT1G77410
259708_at	AT1G77420	AT1G77420	AT1G77420	AT1G77420	AT1G77420
259712_at	AT1G77440	AT1G77440	AT1G77440	AT1G77440	AT1G77440
259705_at	AT1G77450	AT1G77450	AT1G77450	AT1G77450	AT1G77450
259731_at	AT1G77460	AT1G77460	AT1G77460	AT1G77460	AT1G77460
259732_at	AT1G77470	AT1G77470	AT1G77470	AT1G77470	AT1G77470
259733_at	AT1G77480	AT1G77480	AT1G77480	AT1G77480	AT1G77480
259707_at	AT1G77490	AT1G77490	AT1G77490	AT1G77490	AT1G77490
259734_at	AT1G77500	AT1G77500	AT1G77500	AT1G77500	AT1G77500
259757_at	AT1G77510	AT1G77510	AT1G77510	AT1G77510	AT1G77510
259706_at	AT1G77540	AT1G77540	AT1G77540	AT1G77540	AT1G77540
259759_at	AT1G77550	AT1G77550	AT1G77550	AT1G77550	AT1G77550
259711_at	AT1G77570	AT1G77570	AT1G77570	AT1G77570	AT1G77570
259760_at	AT1G77580	AT1G77580	AT1G77580	AT1G77580	AT1G77580
259761_at	AT1G77590	AT1G77590	AT1G77590	AT1G77590	AT1G77590
259762_at	AT1G77600	AT1G77600	AT1G77600	AT1G77600	AT1G77600
259713_at	AT1G77610	AT1G77610	AT1G77610	AT1G77610	AT1G77610
259763_at	AT1G77630	AT1G77630	AT1G77630	AT1G77630	AT1G77630
259729_at	AT1G77640	AT1G77640	AT1G77640	AT1G77640	AT1G77640
259709_at	AT1G77655	AT1G77655	AT1G77655	AT1G77655	AT1G77655
259730_at	AT1G77660	AT1G77660	AT1G77660	AT1G77660	AT1G77660
259710_at	AT1G77670	AT1G77670	AT1G77670	AT1G77670	AT1G77670
259704_at	AT1G77680	AT1G77680	AT1G77680	AT1G77680	AT1G77680
259680_at	AT1G77690	AT1G77690	AT1G77690	AT1G77690	AT1G77690
259674_at	AT1G77700	AT1G77700	AT1G77700	AT1G77700	AT1G77700
259675_at	AT1G77710	AT1G77710	AT1G77710	AT1G77710	AT1G77710
259679_at	AT1G77720	AT1G77720	AT1G77720	AT1G77720	AT1G77720
259676_at	AT1G77730	AT1G77730	AT1G77730	AT1G77730	AT1G77730
259677_at	AT1G77740	AT1G77740	AT1G77740	AT1G77740	AT1G77740
259678_at	AT1G77750	AT1G77750	AT1G77750	AT1G77750	AT1G77750
259681_at	AT1G77760	AT1G77760	AT1G77760	AT1G77760	AT1G77760
259701_at	AT1G77770	AT1G77770	AT1G77770	AT1G77770	AT1G77770
259702_at	AT1G77780	AT1G77780	AT1G77780	AT1G77780	AT1G77780
259703_at	AT1G77790	AT1G77790	AT1G77790	AT1G77790	AT1G77790
259673_at	AT1G77800	AT1G77800	AT1G77800	AT1G77800	AT1G77800
262188_at	AT1G77810	AT1G77810	AT1G77810	AT1G77810	AT1G77810
262191_at	AT1G77820	AT1G77820			At1g77820
262192_at	AT1G77830	AT1G77830	AT1G77830	AT1G77830	AT1G77830
262193_at	AT1G77840	AT1G77840	AT1G77840	AT1G77840	AT1G77840
262136_at	AT1G77850	AT1G77850	AT1G77850	AT1G77850	AT1G77850
262178_at	AT1G77860	AT1G77860	AT1G77860	AT1G77860	AT1G77860
262196_at	AT1G77870	AT1G77870	AT1G77870	AT1G77870	AT1G77870
262182_at	AT1G77890	AT1G77890	AT1G77890	AT1G77890	AT1G77890
262183_at	AT1G77900	AT1G77900	AT1G77890	AT1G77890	AT1G77890
262184_at	AT1G77910	AT1G77910	AT1G77910	AT1G77910	AT1G77910
262137_at	AT1G77920	AT1G77920	AT1G77920	AT1G77920	AT1G77920
262194_at	AT1G77930	AT1G77930	AT1G77930	AT1G77930	AT1G77930
262163_at	AT1G77940	AT1G77940	AT1G77940	AT1G77940	AT1G77940
262185_at	AT1G77950	AT1G77950	AT1G77950	AT1G77950	AT1G77950
262186_at	AT1G77960	AT1G77960	AT1G77960	AT1G77960	AT1G77960
262187_at	AT1G77970	AT1G77970	AT1G77960	AT1G77960	AT1G77960
262179_at	AT1G77980	AT1G77980	AT1G77980	AT1G77980	AT1G77980
262134_at	AT1G77990	AT1G77990	AT1G77990	AT1G77990	AT1G77990
262133_at	AT1G78000	AT1G78000	AT1G78000	AT1G78000	AT1G78000
262189_at	AT1G78010	AT1G78010	AT1G78010	AT1G78010	AT1G78010
262162_at	AT1G78020	AT1G78020	AT1G78020	AT1G78020	AT1G78020
262190_at	AT1G78030	AT1G78030	AT1G78030	AT1G78030	AT1G78030
262195_at	AT1G78040	AT1G78040	AT1G78040	AT1G78040	AT1G78040
262180_at	AT1G78050	AT1G78050	AT1G78050	AT1G78050	AT1G78050
262181_at	AT1G78060	AT1G78060	AT1G78060	AT1G78060	AT1G78060
262164_at	AT1G78070	AT1G78070	AT1G78070	AT1G78070	AT1G78070
262135_at	AT1G78080	AT1G78080	AT1G78080	AT1G78080	AT1G78080
260059_at	AT1G78090	AT1G78090	AT1G78090	AT1G78090	AT1G78090
260058_at	AT1G78100	AT1G78100	AT1G78100	AT1G78100	AT1G78100
257502_at	AT1G78110	AT1G78110	AT1G78110	AT1G78110	AT1G78110
260053_at	AT1G78120	AT1G78120	AT1G78120	AT1G78120	AT1G78120
260054_at	AT1G78130	AT1G78130	AT1G78130	AT1G78130	AT1G78130
260056_at	AT1G78140	AT1G78140	AT1G78140	AT1G78140	AT1G78140
260055_at	AT1G78150	AT1G78150	AT1G78150	AT1G78150	AT1G78150
260080_at	AT1G78160	AT1G78160	AT1G78160	AT1G78160	AT1G78160
260081_at	AT1G78170	AT1G78170	AT1G78170	AT1G78170	AT1G78170
260082_at	AT1G78180	AT1G78180	AT1G78180	AT1G78180	AT1G78180
260057_at	AT1G78200	AT1G78200	AT1G78200	AT1G78200	AT1G78200
260051_at	AT1G78210	AT1G78210	AT1G78210	AT1G78210	AT1G78210
260052_at	AT1G78220	AT1G78220	AT1G78220	AT1G78220	AT1G78220
260800_at	AT1G78240	AT1G78240	AT1G78240	AT1G78240	AT1G78240
260806_at	AT1G78260	AT1G78260	AT1G78260	AT1G78260	AT1G78260
260799_at	AT1G78270	AT1G78270	AT1G78270	AT1G78270	AT1G78270
260798_at	AT1G78280	AT1G78280	AT1G78280	AT1G78280	AT1G78280
260774_at	AT1G78290	AT1G78290	AT1G78290	AT1G78290	AT1G78290
260775_at	AT1G78300	AT1G78300	AT1G78300	AT1G78300	AT1G78300
260807_at	AT1G78310	AT1G78310	AT1G78310	AT1G78310	AT1G78310
260805_at	AT1G78320	AT1G78320	AT1G78320	AT1G78320	AT1G78320
260803_at	AT1G78340	AT1G78340	AT1G78340	AT1G78340	AT1G78340
260796_at	AT1G78360	AT1G78360	AT1G78360	AT1G78360	AT1G78360
260745_at	AT1G78370	AT1G78370	AT1G78370	AT1G78370	AT1G78370
260746_at	AT1G78380	AT1G78380	AT1G78380	AT1G78380	AT1G78380
260797_at	AT1G78390	AT1G78390	AT1G78390	AT1G78390	AT1G78390
260802_at	AT1G78400	AT1G78400	AT1G78400	AT1G78400	AT1G78400
260804_at	AT1G78410	AT1G78410	AT1G78410	AT1G78410	AT1G78410
260747_at	AT1G78420	AT1G78420	AT1G78420	AT1G78420	AT1G78420
260801_at	AT1G78430	AT1G78430	AT1G78430	AT1G78430	AT1G78430
260773_at	AT1G78440	AT1G78440	AT1G78440	AT1G78440	AT1G78440
263133_at	AT1G78450	AT1G78450	AT1G78450	AT1G78450	AT1G78450
263126_at	AT1G78460	AT1G78460	AT1G78460	AT1G78460	AT1G78460
263125_at	AT1G78470	AT1G78470	AT1G78470	AT1G78470	AT1G78470
263124_at	AT1G78480	AT1G78480	AT1G78480	AT1G78480	AT1G78480
263120_at	AT1G78490	AT1G78490	AT1G78490	AT1G78490	AT1G78490
263123_at	AT1G78500	AT1G78500	AT1G78500	AT1G78500	AT1G78500
263122_at	AT1G78510	AT1G78510	AT1G78510	AT1G78510	AT1G78510
263121_at	AT1G78530	AT1G78530	AT1G78530	AT1G78530	AT1G78530
263135_at	AT1G78550	AT1G78550	AT1G78550	AT1G78550	AT1G78550
263132_at	AT1G78560	AT1G78560	AT1G78560	AT1G78560	AT1G78560
263134_at	AT1G78570	AT1G78570	AT1G78570	AT1G78570	AT1G78570
263136_at	AT1G78580	AT1G78580	AT1G78580	AT1G78580	AT1G78580
263128_at	AT1G78600	AT1G78600	AT1G78600	AT1G78600	AT1G78600
263127_at	AT1G78610	AT1G78610	AT1G78610	AT1G78610	AT1G78610
263129_at	AT1G78620	AT1G78620	AT1G78620	AT1G78620	AT1G78620
263131_at	AT1G78630	AT1G78630	AT1G78630	AT1G78630	AT1G78630
263130_at	AT1G78650	AT1G78650	AT1G78650	AT1G78650	AT1G78650
263137_at	AT1G78660	AT1G78660	AT1G78660	AT1G78660	AT1G78660
264300_at	AT1G78670	AT1G78670	AT1G78670	AT1G78670	AT1G78670
264250_at	AT1G78680	AT1G78680	AT1G78680	AT1G78680	AT1G78680
264298_at	AT1G78690	AT1G78690	AT1G78690	AT1G78690	AT1G78690
264248_at	AT1G78700	AT1G78700	AT1G78700	AT1G78700	AT1G78700
264297_at	AT1G78710	AT1G78710	AT1G78710	AT1G78710	AT1G78710
264296_at	AT1G78720	AT1G78720	AT1G78720	AT1G78720	AT1G78720
264295_at	AT1G78740	AT1G78740	AT1G78740	AT1G78740	AT1G78740
264294_at	AT1G78750	AT1G78750	AT1G78750	AT1G78750	AT1G78750
264293_at	AT1G78770	AT1G78770	AT1G78770	AT1G78770	AT1G78770
264301_at	AT1G78780	AT1G78780	AT1G78780	AT1G78780	AT1G78780
264292_at	AT1G78790	AT1G78790	AT1G78790	AT1G78790	AT1G78790
264291_at	AT1G78800	AT1G78800	AT1G78800	AT1G78800	AT1G78800
264290_at	AT1G78810	AT1G78810	AT1G78810	AT1G78810	AT1G78810
264305_at	AT1G78815	AT1G78815	AT1G78815	AT1G78815	AT1G78815
257424_at	AT1G78840	AT1G78840	AT1G78840	AT1G78840	AT1G78840
264306_at	AT1G78890	AT1G78890	AT1G78890	AT1G78890	AT1G78890
264304_at	AT1G78895	AT1G78895	AT1G78895	AT1G78895	AT1G78895
264302_at	AT1G78900	AT1G78900	AT1G78900	AT1G78900	AT1G78900
264249_at	AT1G78920	AT1G78920	AT1G78920	AT1G78920	AT1G78920
264142_at	AT1G78930	AT1G78930	AT1G78930	AT1G78930	AT1G78930
264139_at	AT1G78940	AT1G78940	AT1G78940	AT1G78940	AT1G78940
264138_at	AT1G78950	AT1G78950	AT1G78950	AT1G78950	AT1G78950
264137_at	AT1G78960	AT1G78960	AT1G78960	AT1G78960	AT1G78960
264100_at	AT1G78970	AT1G78970	AT1G78970	AT1G78970	AT1G78970
264136_at	AT1G78980	AT1G78980	AT1G78980	AT1G78980	AT1G78980
257428_at	AT1G78990	AT1G78990	AT1G78990	AT1G78990	AT1G78990
264096_at	AT1G78995	AT1G78995	AT1G78995	AT1G78995	AT1G78995
264101_at	AT1G79000	AT1G79000	AT1G79000	AT1G79000	AT1G79000
264135_at	AT1G79030	AT1G79030	AT1G79030	AT1G79030	AT1G79030
264099_at	AT1G79050	AT1G79050	AT1G79050	AT1G79050	AT1G79050
257427_at	AT1G79060	AT1G79060	AT1G79060	AT1G79060	AT1G79060
264134_at	AT1G79070	AT1G79070	AT1G79070	AT1G79070	AT1G79070
264133_at	AT1G79080	AT1G79080	AT1G79080	AT1G79080	AT1G79080
264141_at	AT1G79090	AT1G79090	AT1G79090	AT1G79090	AT1G79090
264132_at	AT1G79100	AT1G79100	AT1G79100	AT1G79100	AT1G79100
264091_at	AT1G79110	AT1G79110	AT1G79110	AT1G79110	AT1G79110
264118_at	AT1G79140	AT1G79140	AT1G79150	AT1G79150	AT1G79150
264131_at	AT1G79150	AT1G79150	AT1G79150	AT1G79150	AT1G79150
264130_at	AT1G79160	AT1G79160	AT1G79160	AT1G79160	AT1G79160
264129_at	AT1G79170	AT1G79170	AT1G79170	AT1G79170	AT1G79170
264119_at	AT1G79180	AT1G79180	AT1G79180	AT1G79180	AT1G79180
264128_at	AT1G79190	AT1G79190	AT1G79190	AT1G79190	AT1G79190
264094_at	AT1G79200	AT1G79200	AT1G79200	AT1G79200	AT1G79200
264140_at	AT1G79210	AT1G79210	AT1G79210	AT1G79210	AT1G79210
264093_at	AT1G79220	AT1G79220	AT1G79220	AT1G79220	AT1G79220
264095_at	AT1G79230	AT1G79230	AT1G79230	AT1G79230	AT1G79230
264127_at	AT1G79250	AT1G79250	AT1G79250	AT1G79250	AT1G79250
264098_at	AT1G79260	AT1G79260	AT1G79260	AT1G79260	AT1G79260
264102_at	AT1G79270	AT1G79270	AT1G79270	AT1G79270	AT1G79270
264126_at	AT1G79280	AT1G79280	AT1G79280	AT1G79280	AT1G79280
264145_at	AT1G79310	AT1G79310	AT1G79310	AT1G79310	AT1G79310
264144_at	AT1G79320	AT1G79320	AT1G79320	AT1G79320	AT1G79320
264143_at	AT1G79330	AT1G79330	AT1G79330	AT1G79330	AT1G79330
264120_at	AT1G79340	AT1G79340	AT1G79340	AT1G79340	AT1G79340
264125_at	AT1G79350	AT1G79350	AT1G79350	AT1G79350	AT1G79350
264124_at	AT1G79360	AT1G79360	AT1G79360	AT1G79360	AT1G79360
264090_at	AT1G79370	AT1G79370	AT1G79370	AT1G79370	AT1G79370
262919_at	AT1G79380	AT1G79380	AT1G79380	AT1G79380	AT1G79380
262946_at	AT1G79390	AT1G79390	AT1G79390	AT1G79390	AT1G79390
262936_at	AT1G79400	AT1G79400	AT1G79400	AT1G79400	AT1G79400
262935_at	AT1G79410	AT1G79410	AT1G79410	AT1G79410	AT1G79410
262922_at	AT1G79420	AT1G79420	AT1G79420	AT1G79420	AT1G79420
262921_at	AT1G79430	AT1G79430	AT1G79430	AT1G79430	AT1G79430
262892_at	AT1G79440	AT1G79440	AT1G79440	AT1G79440	AT1G79440
262942_at	AT1G79450	AT1G79450	AT1G79450	AT1G79450	AT1G79450
262891_at	AT1G79460	AT1G79460	AT1G79460	AT1G79460	AT1G79460
262943_at	AT1G79470	AT1G79470	AT1G79470	AT1G79470	AT1G79470
262941_at	AT1G79490	AT1G79490	AT1G79490	AT1G79490	AT1G79490
262920_at	AT1G79500	AT1G79500	AT1G79500	AT1G79500	AT1G79500
262945_at	AT1G79510	AT1G79510	AT1G79510	AT1G79510	AT1G79510
262940_at	AT1G79520	AT1G79520	AT1G79520	AT1G79520	AT1G79520
262938_at	AT1G79540	AT1G79540	AT1G79540	AT1G79540	AT1G79540
262944_at	AT1G79550	AT1G79550	AT1G79550	AT1G79550	AT1G79550
262937_at	AT1G79560	AT1G79560	AT1G79560	AT1G79560	AT1G79560
261393_at	AT1G79580	AT1G79580	AT1G79580	AT1G79580	AT1G79580
261403_at	AT1G79590	AT1G79590	AT1G79590	AT1G79590	AT1G79590
261353_at	AT1G79600	AT1G79600	AT1G79600	AT1G79600	AT1G79600
261398_at	AT1G79610	AT1G79610	AT1G79610	AT1G79610	AT1G79610
261349_at	AT1G79615	AT1G79615			At1g79615
261399_at	AT1G79620	AT1G79620	AT1G79620	AT1G79620	AT1G79620
261400_at	AT1G79630	AT1G79630	AT1G79630	AT1G79630	AT1G79630
261401_at	AT1G79640	AT1G79640	AT1G79640	AT1G79640	AT1G79640
261352_at	AT1G79650	AT1G79650	AT1G79650	AT1G79650	AT1G79650
261356_at	AT1G79660	AT1G79660	AT1G79660	AT1G79660	AT1G79660
261402_at	AT1G79670	AT1G79670	AT1G79670	AT1G79670	AT1G79670
261394_at	AT1G79680	AT1G79680	AT1G79680	AT1G79680	AT1G79680
261354_at	AT1G79690	AT1G79690	AT1G79690	AT1G79690	AT1G79690
261395_at	AT1G79700	AT1G79700	AT1G79700	AT1G79700	AT1G79700
261344_at	AT1G79710	AT1G79710	AT1G79710	AT1G79710	AT1G79710
261346_at	AT1G79720	AT1G79720	AT1G79720	AT1G79720	AT1G79720
261347_at	AT1G79730	AT1G79730	AT1G79730	AT1G79730	AT1G79730
261355_at	AT1G79750	AT1G79750	AT1G79750	AT1G79750	AT1G79750
261345_at	AT1G79760	AT1G79760	AT1G79760	AT1G79760	AT1G79760
261350_at	AT1G79770	AT1G79770	AT1G79770	AT1G79770	AT1G79770
261392_at	AT1G79780	AT1G79780	AT1G79780	AT1G79780	AT1G79780
261351_at	AT1G79790	AT1G79790	AT1G79790	AT1G79790	AT1G79790
261396_at	AT1G79800	AT1G79800	AT1G79800	AT1G79800	AT1G79800
261348_at	AT1G79810	AT1G79810	AT1G79810	AT1G79810	AT1G79810
261397_at	AT1G79820	AT1G79820	AT1G79820	AT1G79820	AT1G79820
260162_at	AT1G79830	AT1G79830	AT1G79830	AT1G79830	AT1G79830
260166_at	AT1G79840	AT1G79840	AT1G79840	AT1G79840	AT1G79840
260165_at	AT1G79850	AT1G79850	AT1G79850	AT1G79850	AT1G79850
260161_at	AT1G79860	AT1G79860	AT1G79860	AT1G79860	AT1G79860
260164_at	AT1G79870	AT1G79870	AT1G79870	AT1G79870	AT1G79870
260160_at	AT1G79880	AT1G79880	AT1G79880	AT1G79880	AT1G79880
260159_at	AT1G79890	AT1G79890	AT1G79890	AT1G79890	AT1G79890
260163_at	AT1G79900	AT1G79900	AT1G79900	AT1G79900	AT1G79900
260158_at	AT1G79910	AT1G79910	AT1G79910	AT1G79910	AT1G79910
262053_at	AT1G79940	AT1G79940	AT1G79940	AT1G79940	AT1G79940
262066_at	AT1G79950	AT1G79950	AT1G79950	AT1G79950	AT1G79950
262046_at	AT1G79960	AT1G79960	AT1G79960	AT1G79960	AT1G79960
262055_at	AT1G79970	AT1G79970	AT1G79970	AT1G79970	AT1G79970
262058_at	AT1G79975	AT1G79975	AT1G79990	AT1G79990	AT1G79990
262051_at	AT1G79990	AT1G79990	AT1G79990	AT1G79990	AT1G79990
262063_at	AT1G80000	AT1G80000	AT1G80000	AT1G80000	AT1G80000
262070_at	AT1G80010	AT1G80010	AT1G80010	AT1G80010	AT1G80010
262052_at	AT1G80020	AT1G80020			At1g80020
262059_at	AT1G80030	AT1G80030	AT1G80030	AT1G80030	AT1G80030
262057_at	AT1G80040	AT1G80040	AT1G80040	AT1G80040	AT1G80040
262039_at	AT1G80050	AT1G80050	AT1G80050	AT1G80050	AT1G80050
262067_at	AT1G80060	AT1G80060	AT1G80060	AT1G80060	AT1G80060
262068_at	AT1G80070	AT1G80070	AT1G80070	AT1G80070	AT1G80070
262040_at	AT1G80080	AT1G80080	AT1G80080	AT1G80080	AT1G80080
262069_at	AT1G80090	AT1G80090	AT1G80090	AT1G80090	AT1G80090
262041_at	AT1G80100	AT1G80100	AT1G80100	AT1G80100	AT1G80100
262061_at	AT1G80110	AT1G80110	AT1G80110	AT1G80110	AT1G80110
262050_at	AT1G80130	AT1G80130	AT1G80130	AT1G80130	AT1G80130
262042_at	AT1G80140	AT1G80140	AT1G80140	AT1G80140	AT1G80140
262047_at	AT1G80160	AT1G80160	AT1G80160	AT1G80160	AT1G80160
262060_at	AT1G80170	AT1G80170	AT1G80170	AT1G80170	AT1G80170
262049_at	AT1G80180	AT1G80180	AT1G80180	AT1G80180	AT1G80180
262043_at	AT1G80190	AT1G80190	AT1G80190	AT1G80190	AT1G80190
262048_at	AT1G80230	AT1G80230	AT1G80230	AT1G80230	AT1G80230
262056_at	AT1G80245	AT1G80245	AT1G80245	AT1G80245	AT1G80245
260331_at	AT1G80270	AT1G80270	AT1G80270	AT1G80270	AT1G80270
260297_at	AT1G80280	AT1G80280	AT1G80280	AT1G80280	AT1G80280
260301_at	AT1G80290	AT1G80290	AT1G80290	AT1G80290	AT1G80290
260298_at	AT1G80320	AT1G80320	AT1G80320	AT1G80320	AT1G80320
260299_at	AT1G80330	AT1G80330	AT1G80330	AT1G80330	AT1G80330
260300_at	AT1G80340	AT1G80340	AT1G80340	AT1G80340	AT1G80340
260289_at	AT1G80350	AT1G80350	AT1G80350	AT1G80350	AT1G80350
260328_at	AT1G80360	AT1G80360	AT1G80360	AT1G80360	AT1G80360
260329_at	AT1G80370	AT1G80370	AT1G80370	AT1G80370	AT1G80370
260284_at	AT1G80380	AT1G80380	AT1G80380	AT1G80380	AT1G80380
260330_at	AT1G80400	AT1G80400	AT1G80400	AT1G80400	AT1G80400
260282_at	AT1G80410	AT1G80410	AT1G80410	AT1G80410	AT1G80410
260279_at	AT1G80420	AT1G80420	AT1G80420	AT1G80420	AT1G80420
260287_at	AT1G80440	AT1G80440	AT1G80440	AT1G80440	AT1G80440
260276_at	AT1G80450	AT1G80450	AT1G80450	AT1G80450	AT1G80450
260274_at	AT1G80460	AT1G80460	AT1G80460	AT1G80460	AT1G80460
260283_at	AT1G80480	AT1G80480	AT1G80480	AT1G80480	AT1G80480
260281_at	AT1G80500	AT1G80500	AT1G80500	AT1G80500	AT1G80500
260290_at	AT1G80510	AT1G80510	AT1G80510	AT1G80510	AT1G80510
260277_at	AT1G80520	AT1G80520	AT1G80520	AT1G80520	AT1G80520
260288_at	AT1G80530	AT1G80530	AT1G80530	AT1G80530	AT1G80530
260273_at	AT1G80550	AT1G80550	AT1G80550	AT1G80550	AT1G80550
260285_at	AT1G80560	AT1G80560	AT1G80560	AT1G80560	AT1G80560
260272_at	AT1G80570	AT1G80570	AT1G80570	AT1G80570	AT1G80570
260280_at	AT1G80580	AT1G80580	AT1G80580	AT1G80580	AT1G80580
260278_at	AT1G80590	AT1G80590	AT1G80590	AT1G80590	AT1G80590
260286_at	AT1G80600	AT1G80600	AT1G80600	AT1G80600	AT1G80600
260275_at	AT1G80610	AT1G80610	AT1G80610	AT1G80610	AT1G80610
259861_at	AT1G80615	AT1G80615	AT1G80620	AT1G80620	AT1G80620
259830_at	AT1G80630	AT1G80630	AT1G80630	AT1G80630	AT1G80630
259860_at	AT1G80640	AT1G80640	AT1G80640	AT1G80640	AT1G80640
261943_at	AT1G80660	AT1G80660	AT1G80660	AT1G80660	AT1G80660
261896_at	AT1G80670	AT1G80670	AT1G80670	AT1G80670	AT1G80670
261909_at	AT1G80680	AT1G80680	AT1G80680	AT1G80680	AT1G80680
261893_at	AT1G80690	AT1G80690	AT1G80690	AT1G80690	AT1G80690
261898_at	AT1G80720	AT1G80720	AT1G80720	AT1G80720	AT1G80720
261910_at	AT1G80730	AT1G80730	AT1G80730	AT1G80730	AT1G80730
261903_at	AT1G80740	AT1G80740	AT1G80740	AT1G80740	AT1G80740
261911_at	AT1G80750	AT1G80750	AT1G80750	AT1G80750	AT1G80750
261881_at	AT1G80760	AT1G80760	AT1G80760	AT1G80760	AT1G80760
261882_at	AT1G80770	AT1G80770	AT1G80770	AT1G80770	AT1G80770
261887_at	AT1G80780	AT1G80780	AT1G80780	AT1G80780	AT1G80780
261891_at	AT1G80790	AT1G80790	AT1G80790	AT1G80790	AT1G80790
261888_at	AT1G80800	AT1G80800		AT1G80800	AT1G80800
261889_at	AT1G80810	AT1G80810	AT1G80810	AT1G80810	AT1G80810
261899_at	AT1G80820	AT1G80820	AT1G80820	AT1G80820	AT1G80820
261895_at	AT1G80830	AT1G80830	AT1G80830	AT1G80830	AT1G80830
261892_at	AT1G80840	AT1G80840	AT1G80840	AT1G80840	AT1G80840
257474_at	AT1G80850	AT1G80850	AT1G80850	AT1G80850	AT1G80850
261902_at	AT1G80860	AT1G80860	AT1G80860	AT1G80860	AT1G80860
261883_at	AT1G80870	AT1G80870	AT1G80870	AT1G80870	AT1G80870
257475_at	AT1G80880	AT1G80880	AT1G80880	AT1G80880	AT1G80880
261894_at	AT1G80900	AT1G80900	AT1G80900	AT1G80900	AT1G80900
261884_at	AT1G80910	AT1G80910	AT1G80910	AT1G80910	AT1G80910
261901_at	AT1G80920	AT1G80920	AT1G80920	AT1G80920	AT1G80920
261885_at	AT1G80930	AT1G80930	AT1G80930	AT1G80930	AT1G80930
261900_at	AT1G80940	AT1G80940	AT1G80940	AT1G80940	AT1G80940
261897_at	AT1G80950	AT1G80950	AT1G80950	AT1G80950	AT1G80950
257476_at	AT1G80960	AT1G80960	AT1G80960	AT1G80960	AT1G80960
261890_at	AT1G80970	AT1G80970	AT1G80970	AT1G80970	AT1G80970
262203_at	AT2G01060	AT2G01060	AT2G01060	AT2G01060	AT2G01060
262200_at	AT2G01070	AT2G01070	AT2G01070	AT2G01070	AT2G01070
262205_at	AT2G01080	AT2G01080	AT2G01080	AT2G01080	AT2G01080
262206_at	AT2G01090	AT2G01090	AT2G01090	AT2G01090	AT2G01090
262204_at	AT2G01100	AT2G01100	AT2G01100	AT2G01100	AT2G01100
262202_at	AT2G01110	AT2G01110	AT2G01110	AT2G01110	AT2G01110
262201_at	AT2G01120	AT2G01120	AT2G01120	AT2G01120	AT2G01120
265731_at	AT2G01130	AT2G01130	AT2G01130	AT2G01130	AT2G01130
265735_at	AT2G01140	AT2G01140	AT2G01140	AT2G01140	AT2G01140
265740_at	AT2G01150	AT2G01150	AT2G01150	AT2G01150	AT2G01150
265790_at	AT2G01170	AT2G01170	AT2G01170	AT2G01170	AT2G01170
265737_at	AT2G01180	AT2G01180	AT2G01180	AT2G01180	AT2G01180
265733_at	AT2G01190	AT2G01190	AT2G01190	AT2G01190	AT2G01190
265788_at	AT2G01200	AT2G01200	AT2G01200	AT2G01200	AT2G01200
265789_at	AT2G01210	AT2G01210	AT2G01210	AT2G01210	AT2G01210
265793_at	AT2G01220	AT2G01220	AT2G01220	AT2G01220	AT2G01220
265760_at	AT2G01230	AT2G01230	AT2G01220	AT2G01220	AT2G01220
265762_at	AT2G01240	AT2G01240	AT2G01240	AT2G01240	AT2G01240
265736_at	AT2G01250	AT2G01250	AT2G01250	AT2G01250	AT2G01250
265734_at	AT2G01260	AT2G01260	AT2G01260	AT2G01260	AT2G01260
265739_at	AT2G01270	AT2G01270	AT2G01270	AT2G01270	AT2G01270
265791_at	AT2G01280	AT2G01280	AT2G01280	AT2G01280	AT2G01280
265742_at	AT2G01290	AT2G01290	AT2G01290	AT2G01290	AT2G01290
265732_at	AT2G01300	AT2G01300	AT2G01300	AT2G01300	AT2G01300
265794_at	AT2G01310	AT2G01310	AT2G01310	AT2G01310	AT2G01310
265741_at	AT2G01320	AT2G01320	AT2G01320	AT2G01320	AT2G01320
265761_at	AT2G01330	AT2G01330	AT2G01330	AT2G01330	AT2G01330
265738_at	AT2G01350	AT2G01350	AT2G01350	AT2G01350	AT2G01350
265792_at	AT2G01380	AT2G01380	AT2G01390	AT2G01390	AT2G01390
266355_at	AT2G01400	AT2G01400	AT2G01400	AT2G01400	AT2G01400
266345_at	AT2G01410	AT2G01410	AT2G01410	AT2G01410	AT2G01410
266300_at	AT2G01420	AT2G01420	AT2G01420	AT2G01420	AT2G01420
